Column1,State Code,County Code,Site Num,Address,State,County,City,Date Local,Days Since Last Obs,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
28021,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/25/2006,1,Parts per billion,12.826087,21,6,20,Parts per million,0.019833,0.024,10,20,Parts per billion,4.434783,5,0,7,Parts per million,0.265217,0.4,6,
28025,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/26/2006,1,Parts per billion,16.35,24,17,23,Parts per million,0.0195,0.035,13,30,Parts per billion,4.25,5,4,7,Parts per million,0.415,0.7,7,
28029,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/27/2006,1,Parts per billion,13.318182,22,7,21,Parts per million,0.018208,0.025,8,21,Parts per billion,5.454545,8,23,11,Parts per million,0.3,0.4,16,
28033,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/28/2006,1,Parts per billion,9.565217,16,0,15,Parts per million,0.012292,0.015,7,13,Parts per billion,4.956522,7,0,10,Parts per million,0.247826,0.3,5,
28037,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/29/2006,1,Parts per billion,5.652174,9,10,8,Parts per million,0.015208,0.019,12,16,Parts per billion,4.304348,5,0,7,Parts per million,0.204348,0.3,21,
28041,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/30/2006,1,Parts per billion,4.695652,10,23,9,Parts per million,0.015292,0.019,8,16,Parts per billion,4.086957,5,19,7,Parts per million,0.2,0.2,0,
28045,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,7/31/2006,1,Parts per billion,5.652174,10,23,9,Parts per million,0.014083,0.017,23,14,Parts per billion,3.380952,5,0,7,Parts per million,0.195652,0.2,0,
28049,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/1/2006,1,Parts per billion,8.130435,14,8,13,Parts per million,0.022708,0.026,12,22,Parts per billion,2.565217,4,12,6,Parts per million,0.191304,0.2,2,
28053,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/2/2006,1,Parts per billion,7.652174,16,20,15,Parts per million,0.030083,0.034,11,29,Parts per billion,2.608696,3,7,4,Parts per million,0.2,0.2,0,
28057,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/3/2006,1,Parts per billion,11.913043,19,8,18,Parts per million,0.032292,0.036,17,31,Parts per billion,2.869565,3,0,4,Parts per million,0.208696,0.3,6,
28061,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/4/2006,1,Parts per billion,12.826087,21,6,20,Parts per million,0.031042,0.038,11,32,Parts per billion,2.695652,3,0,4,Parts per million,0.204348,0.3,10,
28065,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/5/2006,1,Parts per billion,10.913043,29,2,27,Parts per million,0.034292,0.044,8,37,Parts per billion,2.478261,3,0,4,Parts per million,0.313043,0.8,2,
28069,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/6/2006,1,Parts per billion,5.173913,7,1,7,Parts per million,0.035375,0.039,7,33,Parts per billion,2.478261,3,1,4,Parts per million,0.2,0.2,0,
28073,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/7/2006,1,Parts per billion,9.73913,19,5,18,Parts per million,0.033667,0.039,8,33,Parts per billion,2.391304,4,8,6,Parts per million,0.230435,0.3,4,
28077,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/8/2006,1,Parts per billion,19.045455,34,5,32,Parts per million,0.032375,0.04,9,34,Parts per billion,3,9,8,13,Parts per million,0.377273,0.9,6,
28081,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/9/2006,1,Parts per billion,18.956522,31,7,29,Parts per million,0.03075,0.041,9,35,Parts per billion,2.869565,5,7,7,Parts per million,0.343478,0.5,5,
28085,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/10/2006,1,Parts per billion,17.26087,33,6,31,Parts per million,0.029083,0.037,8,31,Parts per billion,2.956522,4,0,6,Parts per million,0.326087,0.7,6,
28089,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/11/2006,1,Parts per billion,12.380952,17,11,16,Parts per million,0.0331,0.035,16,30,Parts per billion,2.285714,3,0,4,Parts per million,0.266667,0.3,1,
28093,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/12/2006,1,Parts per billion,9.956522,16,23,15,Parts per million,0.031292,0.039,8,33,Parts per billion,1.73913,3,16,4,Parts per million,0.247826,0.3,4,
28097,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/13/2006,1,Parts per billion,10.695652,16,7,15,Parts per million,0.031958,0.036,8,31,Parts per billion,2.086957,3,2,4,Parts per million,0.230435,0.3,7,
28101,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/14/2006,1,Parts per billion,8.545455,20,8,19,Parts per million,0.035042,0.039,9,33,Parts per billion,2.363636,6,8,9,Parts per million,0.227273,0.3,4,
28105,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/15/2006,1,Parts per billion,8.478261,17,7,16,Parts per million,0.037125,0.042,8,36,Parts per billion,2.130435,3,6,4,Parts per million,0.256522,0.3,6,
28109,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/16/2006,1,Parts per billion,10.304348,20,7,19,Parts per million,0.0395,0.045,9,38,Parts per billion,2.826087,4,8,6,Parts per million,0.26087,0.3,0,
28113,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/17/2006,1,Parts per billion,10.391304,20,8,19,Parts per million,0.037708,0.047,9,40,Parts per billion,2.347826,3,0,4,Parts per million,0.3,0.4,5,
28117,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/18/2006,1,Parts per billion,11.086957,20,9,19,Parts per million,0.0365,0.045,10,38,Parts per billion,2.347826,4,9,6,Parts per million,0.330435,0.5,7,
28121,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/19/2006,1,Parts per billion,6.869565,11,2,10,Parts per million,0.043417,0.047,8,40,Parts per billion,2.173913,4,2,6,Parts per million,0.282609,0.3,0,
28125,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/20/2006,1,Parts per billion,6.304348,14,20,13,Parts per million,0.04575,0.05,20,42,Parts per billion,2.478261,3,9,4,Parts per million,0.295652,0.3,0,
28129,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/21/2006,1,Parts per billion,11.681818,21,22,20,Parts per million,0.039042,0.045,0,38,Parts per billion,3.5,7,20,10,Parts per million,0.3,0.4,7,
28133,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/22/2006,1,Parts per billion,15.434783,34,8,32,Parts per million,0.029083,0.044,9,37,Parts per billion,3.521739,10,8,14,Parts per million,0.347826,0.6,8,
28137,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/23/2006,1,Parts per billion,16.956522,34,6,32,Parts per million,0.027375,0.043,9,36,Parts per billion,3.434783,6,5,9,Parts per million,0.347826,0.5,0,
28141,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/24/2006,1,Parts per billion,14.869565,26,9,25,Parts per million,0.029167,0.041,9,35,Parts per billion,2.521739,3,2,4,Parts per million,0.313043,0.5,8,
28145,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/25/2006,1,Parts per billion,12.727273,23,7,22,Parts per million,0.028958,0.036,8,31,Parts per billion,3,4,6,6,Parts per million,0.240909,0.3,6,
28149,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/26/2006,1,Parts per billion,13.043478,21,8,20,Parts per million,0.030333,0.038,9,32,Parts per billion,3.130435,6,16,9,Parts per million,0.326087,0.4,4,
28153,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/27/2006,1,Parts per billion,13,19,5,18,Parts per million,0.030167,0.042,9,36,Parts per billion,2.826087,4,10,6,Parts per million,0.33913,0.5,5,
28157,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/28/2006,1,Parts per billion,18.227273,40,8,38,Parts per million,0.021708,0.032,10,27,Parts per billion,3.045455,5,8,7,Parts per million,0.427273,1.2,5,
28161,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/29/2006,1,Parts per billion,14,29,7,27,Parts per million,0.031167,0.043,10,36,Parts per billion,3.347826,9,8,13,Parts per million,0.33913,0.7,6,
28165,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/30/2006,1,Parts per billion,13.214286,24,6,23,Parts per million,0.031273,0.038,14,32,Parts per billion,3,6,22,9,Parts per million,0.328571,0.6,6,
28169,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,8/31/2006,1,Parts per billion,16.652174,30,7,28,Parts per million,0.023667,0.037,10,31,Parts per billion,3.347826,10,7,14,Parts per million,0.404348,0.8,6,
28173,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/1/2006,1,Parts per billion,17.652174,25,10,24,Parts per million,0.033125,0.054,11,46,Parts per billion,3.695652,12,10,17,Parts per million,0.417391,0.7,6,
28177,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/2/2006,1,Parts per billion,16.086957,27,2,25,Parts per million,0.031208,0.048,9,41,Parts per billion,2.73913,5,17,7,Parts per million,0.447826,0.6,6,
28181,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/3/2006,1,Parts per billion,16.826087,24,7,23,Parts per million,0.035708,0.053,9,45,Parts per billion,2.73913,5,12,7,Parts per million,0.46087,0.6,6,
28185,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/4/2006,1,Parts per billion,14.043478,23,20,22,Parts per million,0.033875,0.046,9,39,Parts per billion,3.173913,4,6,6,Parts per million,0.369565,0.5,15,
28189,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/5/2006,1,Parts per billion,17.043478,32,7,30,Parts per million,0.025083,0.033,12,28,Parts per billion,5,13,12,19,Parts per million,0.347826,0.6,7,
28193,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/6/2006,1,Parts per billion,16.608696,37,7,35,Parts per million,0.024583,0.034,9,29,Parts per billion,4.956522,11,6,16,Parts per million,0.321739,0.7,7,
28197,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/7/2006,1,Parts per billion,14.095238,28,5,26,Parts per million,0.03055,0.034,10,29,Parts per billion,5.857143,15,5,21,Parts per million,0.247619,0.3,5,
28201,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/8/2006,1,Parts per billion,17.26087,31,8,29,Parts per million,0.031958,0.036,11,31,Parts per billion,6.217391,13,8,19,Parts per million,0.26087,0.3,4,
28205,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/9/2006,1,Parts per billion,8.652174,18,23,17,Parts per million,0.032292,0.043,9,36,Parts per billion,4.086957,11,10,16,Parts per million,0.247826,0.5,23,
28209,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/10/2006,1,Parts per billion,13.869565,31,1,29,Parts per million,0.03525,0.046,9,39,Parts per billion,2.956522,6,8,9,Parts per million,0.404348,0.8,1,
28213,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/11/2006,1,Parts per billion,15.318182,26,7,25,Parts per million,0.037708,0.044,9,37,Parts per billion,2.954545,3,0,4,Parts per million,0.368182,0.6,8,
28217,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/12/2006,1,Parts per billion,16.347826,33,8,31,Parts per million,0.03125,0.038,9,32,Parts per billion,3.826087,8,11,11,Parts per million,0.356522,0.7,7,
28221,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/13/2006,1,Parts per billion,15.913043,29,11,27,Parts per million,0.033125,0.035,9,30,Parts per billion,3.391304,7,13,10,Parts per million,0.265217,0.3,0,
28225,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/14/2006,1,Parts per billion,14.521739,27,9,25,Parts per million,0.028792,0.034,0,29,Parts per billion,3.608696,6,17,9,Parts per million,0.226087,0.3,4,
28229,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/15/2006,1,Parts per billion,10.826087,22,6,21,Parts per million,0.029208,0.037,18,31,Parts per billion,3.26087,5,11,7,Parts per million,0.208696,0.3,5,
28233,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/16/2006,1,Parts per billion,16.347826,48,23,45,Parts per million,0.029958,0.048,12,41,Parts per billion,3.086957,4,18,6,Parts per million,0.434783,1.5,23,
28237,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/17/2006,1,Parts per billion,22.782609,47,0,44,Parts per million,0.029875,0.057,10,48,Parts per billion,3.565217,7,9,10,Parts per million,0.63913,1.4,0,
28241,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/18/2006,1,Parts per billion,37.217391,77,9,76,Parts per million,0.022667,0.052,11,44,Parts per billion,5.347826,24,9,34,Parts per million,0.93913,2.5,6,
28245,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/19/2006,1,Parts per billion,29.157895,57,8,54,Parts per million,0.026458,0.044,10,37,Parts per billion,5.043478,11,13,16,Parts per million,0.83913,2.8,6,
28249,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/20/2006,1,Parts per billion,18.666667,33,5,31,Parts per million,0.026333,0.039,10,33,Parts per billion,3.285714,5,8,7,Parts per million,0.4,1.2,5,
28253,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/21/2006,1,Parts per billion,13.681818,25,7,24,Parts per million,0.0275,0.033,20,28,Parts per billion,3.727273,7,5,10,Parts per million,0.254545,0.5,7,
28257,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/22/2006,1,Parts per billion,13.652174,23,6,22,Parts per million,0.026542,0.034,8,29,Parts per billion,3.304348,5,15,7,Parts per million,0.243478,0.4,6,
28261,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/23/2006,1,Parts per billion,15.956522,33,22,31,Parts per million,0.020167,0.035,8,30,Parts per billion,3.304348,6,19,9,Parts per million,0.4,1,6,
28265,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/24/2006,1,Parts per billion,14.869565,31,0,29,Parts per million,0.02925,0.044,9,37,Parts per billion,3.565217,5,12,7,Parts per million,0.495652,1.4,1,
28269,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/25/2006,1,Parts per billion,10.909091,23,7,22,Parts per million,0.02975,0.036,8,31,Parts per billion,3.090909,4,7,6,Parts per million,0.290909,0.4,7,
28273,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/26/2006,1,Parts per billion,13.695652,23,7,22,Parts per million,0.038458,0.047,12,40,Parts per billion,3.304348,6,16,9,Parts per million,0.356522,0.5,7,
28277,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/27/2006,1,Parts per billion,16.826087,28,8,26,Parts per million,0.034833,0.04,11,34,Parts per billion,4,7,11,10,Parts per million,0.413043,0.7,7,
28281,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/28/2006,1,Parts per billion,25.826087,48,21,45,Parts per million,0.027125,0.038,11,32,Parts per billion,3.35,4,12,6,Parts per million,0.53,0.8,7,
28285,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/29/2006,1,Parts per billion,21.782609,38,7,36,Parts per million,0.027125,0.041,9,35,Parts per billion,3.173913,4,8,6,Parts per million,0.513043,1,7,
28289,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,9/30/2006,1,Parts per billion,17.391304,34,7,32,Parts per million,0.030625,0.045,8,38,Parts per billion,5.434783,13,6,19,Parts per million,0.413043,0.5,0,
28293,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/1/2006,1,Parts per billion,12.521739,26,0,25,Parts per million,0.03225,0.038,9,32,Parts per billion,4.043478,9,9,13,Parts per million,0.356522,0.5,0,
28297,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/2/2006,1,Parts per billion,14.695652,31,5,29,Parts per million,0.023417,0.031,8,26,Parts per billion,4.173913,8,9,11,Parts per million,0.347826,0.6,4,
28301,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/3/2006,1,Parts per billion,14.913043,27,6,25,Parts per million,0.020833,0.028,9,24,Parts per billion,4.478261,10,13,14,Parts per million,0.317391,0.7,6,
28305,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/4/2006,1,Parts per billion,19.086957,34,5,32,Parts per million,0.019667,0.034,10,29,Parts per billion,3.347826,6,9,9,Parts per million,0.430435,1,6,
28309,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/5/2006,1,Parts per billion,16.782609,36,5,34,Parts per million,0.024708,0.036,23,31,Parts per billion,3.347826,4,4,6,Parts per million,0.478261,1.4,6,
28313,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/6/2006,1,Parts per billion,10.714286,30,23,28,Parts per million,0.0264,0.035,9,30,Parts per billion,4.238095,7,8,10,Parts per million,0.290476,0.6,23,
28317,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/7/2006,1,Parts per billion,17.217391,32,23,30,Parts per million,0.025667,0.045,10,38,Parts per billion,3.565217,6,16,9,Parts per million,0.46087,0.8,0,
28321,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/8/2006,1,Parts per billion,18.26087,38,0,36,Parts per million,0.039875,0.052,10,44,Parts per billion,4.130435,8,15,11,Parts per million,0.526087,1.2,1,
28325,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/9/2006,1,Parts per billion,18.304348,31,17,29,Parts per million,0.039708,0.045,8,38,Parts per billion,3.130435,4,4,6,Parts per million,0.365217,0.6,23,
28329,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/10/2006,1,Parts per billion,15.772727,27,5,25,Parts per million,0.040333,0.046,8,39,Parts per billion,4.181818,11,16,16,Parts per million,0.390909,0.5,0,
28333,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/11/2006,1,Parts per billion,17.73913,37,22,35,Parts per million,0.028583,0.048,9,41,Parts per billion,3.521739,4,6,6,Parts per million,0.443478,1.1,23,
28337,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/12/2006,1,Parts per billion,23,39,22,37,Parts per million,0.022667,0.045,12,38,Parts per billion,4,4,0,6,Parts per million,0.695652,1.7,6,
28341,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/13/2006,1,Parts per billion,22.391304,41,8,39,Parts per million,0.020792,0.028,10,24,Parts per billion,4.869565,10,19,14,Parts per million,0.543478,1.5,6,
28345,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/14/2006,1,Parts per billion,14.173913,29,6,27,Parts per million,0.030458,0.041,20,35,Parts per billion,3.956522,7,19,10,Parts per million,0.4,1,6,
28349,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/15/2006,1,Parts per billion,9.26087,18,6,17,Parts per million,0.035917,0.041,10,35,Parts per billion,3.130435,5,8,7,Parts per million,0.317391,0.5,6,
28353,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/16/2006,1,Parts per billion,17.521739,38,6,36,Parts per million,0.027958,0.032,10,27,Parts per billion,4.913043,12,22,17,Parts per million,0.343478,0.7,6,
28357,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/17/2006,1,Parts per billion,20.434783,39,21,37,Parts per million,0.020583,0.034,9,29,Parts per billion,4.347826,6,4,9,Parts per million,0.426087,1.3,22,
28361,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/18/2006,1,Parts per billion,34.285714,53,18,50,Parts per million,0.010792,0.029,9,25,Parts per billion,3.714286,5,8,7,Parts per million,0.952381,1.8,21,
28365,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/19/2006,1,Parts per billion,37.913043,59,19,56,Parts per million,0.011833,0.029,9,25,Parts per billion,4.26087,11,9,16,Parts per million,1.208696,3.1,6,
28369,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/20/2006,1,Parts per billion,33.869565,68,8,66,Parts per million,0.021125,0.035,11,30,Parts per billion,5.304348,14,15,20,Parts per million,1.030435,3.1,6,
28373,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/21/2006,1,Parts per billion,24.652174,56,9,53,Parts per million,0.027292,0.05,10,42,Parts per billion,4.043478,13,9,19,Parts per million,0.843478,2.1,6,
28377,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/22/2006,1,Parts per billion,37.26087,65,21,63,Parts per million,0.018042,0.044,10,37,Parts per billion,5.043478,11,12,16,Parts per million,1.091304,2.3,23,
28381,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/23/2006,1,Parts per billion,35.086957,83,9,82,Parts per million,0.02675,0.055,15,47,Parts per billion,4.347826,14,9,20,Parts per million,1.313043,4,6,
28385,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/24/2006,1,Parts per billion,23.826087,47,7,44,Parts per million,0.029125,0.047,9,40,Parts per billion,3.521739,7,16,10,Parts per million,0.795652,2.2,6,
28389,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/25/2006,1,Parts per billion,22.086957,43,22,41,Parts per million,0.024417,0.044,10,37,Parts per billion,3.173913,4,9,6,Parts per million,0.652174,1.3,23,
28393,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/26/2006,1,Parts per billion,41.130435,70,17,68,Parts per million,0.008875,0.022,8,19,Parts per billion,4.217391,6,20,9,Parts per million,1.278261,2.9,19,
28397,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/27/2006,1,Parts per billion,48.956522,82,18,81,Parts per million,0.016083,0.043,10,36,Parts per billion,5,16,9,23,Parts per million,1.630435,3.3,22,
28401,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/28/2006,1,Parts per billion,40.652174,63,9,61,Parts per million,0.02125,0.043,11,36,Parts per billion,4.608696,21,10,30,Parts per million,1.217391,2.6,0,
28405,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/29/2006,1,Parts per billion,21.304348,48,23,45,Parts per million,0.035208,0.061,10,54,Parts per billion,3.565217,5,4,7,Parts per million,0.756522,1.7,2,
28409,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/30/2006,1,Parts per billion,32.782609,54,20,51,Parts per million,0.021542,0.044,10,37,Parts per billion,3.826087,8,14,11,Parts per million,0.847826,2.1,6,
28413,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,10/31/2006,1,Parts per billion,19.173913,39,6,37,Parts per million,0.0385,0.048,11,41,Parts per billion,4.173913,8,16,11,Parts per million,0.534783,0.9,6,
28417,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/1/2006,1,Parts per billion,24.434783,48,6,45,Parts per million,0.032458,0.05,10,42,Parts per billion,4.652174,8,14,11,Parts per million,0.66087,1.4,6,
28421,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/2/2006,1,Parts per billion,25.565217,40,0,38,Parts per million,0.027,0.049,10,42,Parts per billion,3.565217,4,0,6,Parts per million,0.734783,1.3,7,
28425,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,11/3/2006,1,Parts per billion,20.4,32,5,30,Parts per million,0.025412,0.03,10,25,Parts per billion,3.5,5,14,7,Parts per million,0.595,0.9,5,
