Column1,State Code,County Code,Site Num,Address,State,County,City,Date Local,Days Since Last Obs,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
29855,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/14/2007,1,Parts per billion,28.142857,43,21,41,Parts per million,0.015833,0.037,10,31,Parts per billion,2.952381,4,10,6,Parts per million,0.904762,1.9,7,
29859,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/15/2007,1,Parts per billion,33.304348,52,20,49,Parts per million,0.014708,0.037,11,31,Parts per billion,3.26087,5,11,7,Parts per million,1.021739,2,0,
29863,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/16/2007,1,Parts per billion,45.652174,64,18,62,Parts per million,0.007542,0.02,9,17,Parts per billion,4.347826,8,10,11,Parts per million,1.534783,3.3,22,
29867,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/17/2007,1,Parts per billion,32.956522,57,9,54,Parts per million,0.01575,0.037,11,31,Parts per billion,3.478261,7,9,10,Parts per million,1.208696,2.5,23,
29871,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/18/2007,1,Parts per billion,16.956522,41,0,39,Parts per million,0.029833,0.041,11,35,Parts per billion,2.521739,4,7,6,Parts per million,0.717391,1.9,0,
29875,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/19/2007,1,Parts per billion,14.73913,33,5,31,Parts per million,0.031167,0.038,7,32,Parts per billion,3.869565,15,4,21,Parts per million,0.391304,0.4,2,
29879,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/20/2007,1,Parts per billion,19.913043,39,22,37,Parts per million,0.020292,0.039,11,33,Parts per billion,2.521739,3,4,4,Parts per million,0.665217,1.8,23,
29883,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/21/2007,1,Parts per billion,20,36,9,34,Parts per million,0.031458,0.046,13,39,Parts per billion,2.956522,4,9,6,Parts per million,0.904348,1.8,6,
29887,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/22/2007,1,Parts per billion,11.181818,21,8,20,Parts per million,0.038083,0.044,21,37,Parts per billion,2.818182,5,11,7,Parts per million,0.381818,0.5,7,
29891,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/23/2007,1,Parts per billion,13.565217,41,21,39,Parts per million,0.028,0.042,0,36,Parts per billion,2.304348,3,4,4,Parts per million,0.556522,1.5,22,
29895,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/24/2007,1,Parts per billion,27.043478,46,21,43,Parts per million,0.01675,0.036,11,31,Parts per billion,3.217391,8,10,11,Parts per million,0.843478,2.2,23,
29899,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/25/2007,1,Parts per billion,17.26087,39,0,37,Parts per million,0.029042,0.04,10,34,Parts per billion,3,8,8,11,Parts per million,0.7,2,0,
29903,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/26/2007,1,Parts per billion,9.818182,22,2,21,Parts per million,0.03675,0.041,13,35,Parts per billion,2.045455,3,2,4,Parts per million,0.368182,0.4,6,
29907,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/27/2007,1,Parts per billion,14.347826,36,6,34,Parts per million,0.034542,0.044,20,37,Parts per billion,2.73913,6,9,9,Parts per million,0.43913,1.1,6,
29911,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,2/28/2007,1,Parts per billion,14.857143,38,22,36,Parts per million,0.027042,0.042,9,36,Parts per billion,2.142857,4,4,6,Parts per million,0.533333,1.4,22,
29915,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/1/2007,1,Parts per billion,25.521739,49,21,46,Parts per million,0.01925,0.043,10,36,Parts per billion,2.826087,5,9,7,Parts per million,0.830435,1.8,6,
29919,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/2/2007,1,Parts per billion,33.73913,51,22,48,Parts per million,0.013833,0.03,10,25,Parts per billion,2.956522,4,6,6,Parts per million,0.952174,1.9,22,
29923,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/3/2007,1,Parts per billion,27.608696,45,22,42,Parts per million,0.019792,0.041,10,35,Parts per billion,3.086957,9,13,13,Parts per million,0.913043,2.1,22,
29927,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/4/2007,1,Parts per billion,34.956522,52,20,49,Parts per million,0.015125,0.035,10,30,Parts per billion,3.043478,4,4,6,Parts per million,0.926087,1.6,21,
29931,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/5/2007,1,Parts per billion,44.391304,66,8,64,Parts per million,0.014375,0.035,10,30,Parts per billion,4.782609,15,10,21,Parts per million,1.143478,2.6,7,
29935,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/6/2007,1,Parts per billion,38.956522,64,9,62,Parts per million,0.0175,0.034,12,29,Parts per billion,4.521739,10,9,14,Parts per million,0.947826,2.9,7,
29939,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/7/2007,1,Parts per billion,33.181818,51,10,48,Parts per million,0.017083,0.033,12,28,Parts per billion,3.681818,5,9,7,Parts per million,0.768182,1.7,6,
29943,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/8/2007,1,Parts per billion,20.043478,42,9,40,Parts per million,0.029875,0.039,11,33,Parts per billion,3.26087,7,10,10,Parts per million,0.604348,1.2,2,
29947,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/9/2007,1,Parts per billion,15.090909,38,23,36,Parts per million,0.0335,0.045,9,38,Parts per billion,2.545455,4,11,6,Parts per million,0.463636,0.8,23,
29951,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/10/2007,1,Parts per billion,21.608696,48,22,45,Parts per million,0.030167,0.053,11,45,Parts per billion,2.956522,3,0,4,Parts per million,0.634783,1.4,23,
29955,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/11/2007,1,Parts per billion,30.521739,54,8,51,Parts per million,0.031333,0.052,12,44,Parts per billion,3.217391,6,8,9,Parts per million,0.978261,1.8,5,
29959,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/12/2007,1,Parts per billion,51.043478,82,9,81,Parts per million,0.018625,0.048,11,41,Parts per billion,4.695652,17,10,24,Parts per million,1.5,3.7,7,
29963,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/13/2007,1,Parts per billion,25.304348,56,0,53,Parts per million,0.036375,0.051,17,43,Parts per billion,3.043478,6,8,9,Parts per million,0.952174,2.6,6,
29967,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/14/2007,1,Parts per billion,17.090909,33,8,31,Parts per million,0.032875,0.045,10,38,Parts per billion,4,7,9,10,Parts per million,0.509091,0.7,5,
29971,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/15/2007,1,Parts per billion,19.913043,38,9,36,Parts per million,0.033875,0.05,12,42,Parts per billion,2.307692,4,12,6,Parts per million,0.556522,0.8,9,
29975,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/16/2007,1,Parts per billion,20.043478,33,6,31,Parts per million,0.046833,0.065,12,67,Parts per billion,2.304348,3,5,4,Parts per million,0.621739,0.8,6,
29979,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/17/2007,1,Parts per billion,13.826087,35,8,33,Parts per million,0.05125,0.06,10,51,Parts per billion,2.26087,3,8,4,Parts per million,0.56087,0.8,7,
29983,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/18/2007,1,Parts per billion,7.608696,13,14,12,Parts per million,0.042083,0.056,0,47,Parts per billion,2.043478,3,13,4,Parts per million,0.4,0.4,0,
29987,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/19/2007,1,Parts per billion,11.913043,15,1,14,Parts per million,0.032292,0.036,19,31,Parts per billion,2.869565,4,2,6,Parts per million,0.4,0.4,0,
29991,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/20/2007,1,Parts per billion,10.045455,19,4,18,Parts per million,0.030542,0.034,8,29,Parts per billion,3.428571,6,0,9,Parts per million,0.213636,0.5,4,
29995,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/21/2007,1,Parts per billion,12.391304,39,23,37,Parts per million,0.028792,0.045,11,38,Parts per billion,2.083333,3,16,4,Parts per million,0.26087,1,23,
29999,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/22/2007,1,Parts per billion,17.904762,37,0,35,Parts per million,0.03305,0.043,11,36,Parts per billion,2.190476,3,4,4,Parts per million,0.547619,1.3,5,
30003,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/23/2007,1,Parts per billion,17.304348,43,6,41,Parts per million,0.029667,0.042,10,36,Parts per billion,2.086957,3,4,4,Parts per million,0.534783,1.2,6,
30007,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/24/2007,1,Parts per billion,15,33,1,31,Parts per million,0.0325,0.041,9,35,Parts per billion,2,2,0,3,Parts per million,0.621739,1.8,6,
30011,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/25/2007,1,Parts per billion,8.608696,14,23,13,Parts per million,0.038792,0.046,11,39,Parts per billion,1.608696,2,0,3,Parts per million,0.421739,0.5,4,
30015,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/26/2007,1,Parts per billion,12.26087,18,10,17,Parts per million,0.035833,0.042,23,36,Parts per billion,1.913043,2,0,3,Parts per million,0.408696,0.5,7,
30019,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/27/2007,1,Parts per billion,6.391304,11,8,10,Parts per million,0.042458,0.047,14,40,Parts per billion,2.869565,3,4,4,Parts per million,0.4,0.4,0,
30023,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/28/2007,1,Parts per billion,19.954545,39,6,37,Parts per million,0.023208,0.045,10,38,Parts per billion,2.863636,4,4,6,Parts per million,0.722727,1.7,6,
30027,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/29/2007,1,Parts per billion,29.391304,50,21,47,Parts per million,0.019208,0.044,10,37,Parts per billion,3,4,1,6,Parts per million,0.96087,2,6,
30031,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/30/2007,1,Parts per billion,35.478261,53,22,50,Parts per million,0.02125,0.048,11,41,Parts per billion,3,4,5,6,Parts per million,1.047826,2.4,6,
30035,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,3/31/2007,1,Parts per billion,29,48,0,45,Parts per million,0.026708,0.045,11,38,Parts per billion,3.086957,6,9,9,Parts per million,0.956522,1.8,0,
30039,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/1/2007,1,Parts per billion,12.173913,26,7,25,Parts per million,0.040417,0.052,10,44,Parts per billion,2.478261,3,6,4,Parts per million,0.53913,0.8,6,
30043,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/2/2007,1,Parts per billion,13.695652,24,6,23,Parts per million,0.035167,0.039,9,33,Parts per billion,2.652174,4,7,6,Parts per million,0.473913,0.6,4,
30047,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/3/2007,1,Parts per billion,11.217391,20,7,19,Parts per million,0.03525,0.044,9,37,Parts per billion,2.173913,3,4,4,Parts per million,0.46087,0.6,7,
30051,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/4/2007,1,Parts per billion,13.52381,28,7,26,Parts per million,0.034217,0.047,12,40,Parts per billion,1.952381,3,17,4,Parts per million,0.642857,0.8,6,
30055,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/5/2007,1,Parts per billion,14.190476,29,6,27,Parts per million,0.039955,0.051,8,43,Parts per billion,2.285714,3,6,4,Parts per million,0.661905,0.9,7,
30059,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/6/2007,1,Parts per billion,8.913043,19,5,18,Parts per million,0.044889,0.047,15,40,Parts per billion,2,2,0,3,Parts per million,0.591304,0.6,0,
30063,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/7/2007,1,Parts per billion,7.956522,12,6,11,Parts per million,0.040792,0.044,0,37,Parts per billion,2.521739,3,4,4,Parts per million,0.552174,0.6,4,
30067,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/8/2007,1,Parts per billion,5.521739,11,21,10,Parts per million,0.037875,0.045,1,38,Parts per billion,1.608696,2,7,3,Parts per million,0.543478,0.6,0,
30071,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/9/2007,1,Parts per billion,11.73913,27,4,25,Parts per million,0.03875,0.044,18,37,Parts per billion,1.826087,3,4,4,Parts per million,0.569565,0.6,4,
30075,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/10/2007,1,Parts per billion,8.85,15,9,14,Parts per million,0.039722,0.048,11,41,Parts per billion,2.2,3,7,4,Parts per million,0.57,0.6,4,
30079,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/11/2007,1,Parts per billion,10.869565,29,5,27,Parts per million,0.039875,0.045,11,38,Parts per billion,2.26087,5,16,7,Parts per million,0.630435,0.9,5,
30083,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/12/2007,1,Parts per billion,12.304348,42,23,40,Parts per million,0.032875,0.046,10,39,Parts per billion,2.217391,5,4,7,Parts per million,0.63913,1.4,23,
30087,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/13/2007,1,Parts per billion,28.304348,57,21,54,Parts per million,0.02525,0.052,10,44,Parts per billion,2.428571,5,9,7,Parts per million,1.078261,2.3,23,
30091,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/14/2007,1,Parts per billion,17.956522,47,0,44,Parts per million,0.039875,0.056,22,47,Parts per billion,1.652174,4,7,6,Parts per million,0.973913,2.4,0,
30095,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/15/2007,1,Parts per billion,10.347826,21,7,20,Parts per million,0.042625,0.052,0,44,Parts per billion,1.826087,2,0,3,Parts per million,0.534783,0.6,0,
30099,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/16/2007,1,Parts per billion,11.318182,31,5,29,Parts per million,0.033708,0.041,8,35,Parts per billion,1.863636,4,6,6,Parts per million,0.572727,0.9,5,
30103,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/17/2007,1,Parts per billion,13.173913,32,6,30,Parts per million,0.037583,0.046,10,39,Parts per billion,2.565217,3,4,4,Parts per million,0.634783,1.5,5,
30107,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/18/2007,1,Parts per billion,9.761905,37,23,35,Parts per million,0.046,0.046,0,39,Parts per billion,1.952381,2,0,3,Parts per million,0.528571,0.9,23,
30111,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/19/2007,1,Parts per billion,18.227273,43,6,41,Parts per million,0.051615,0.057,11,48,Parts per billion,2.227273,4,8,6,Parts per million,0.668182,1.5,6,
30115,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/20/2007,1,Parts per billion,13.043478,30,21,28,Parts per million,0.035833,0.044,9,37,Parts per billion,2,3,0,4,Parts per million,0.552174,0.8,20,
30119,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/21/2007,1,Parts per billion,15.695652,33,5,31,Parts per million,0.03325,0.053,10,45,Parts per billion,2.043478,3,15,4,Parts per million,0.665217,1.1,6,
30123,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/22/2007,1,Parts per billion,15.608696,37,1,35,Parts per million,0.037,0.051,10,43,Parts per billion,2.391304,6,8,9,Parts per million,0.656522,1.1,1,
30127,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/23/2007,1,Parts per billion,13.272727,36,22,34,Parts per million,0.028083,0.038,8,32,Parts per billion,2.090909,6,11,9,Parts per million,0.540909,1,22,
30131,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/24/2007,1,Parts per billion,23.086957,38,17,36,Parts per million,0.024333,0.043,8,36,Parts per billion,2.347826,4,16,6,Parts per million,0.769565,1.7,5,
30135,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/25/2007,1,Parts per billion,18.363636,41,6,39,Parts per million,0.035292,0.048,9,41,Parts per billion,2.818182,5,7,7,Parts per million,0.840909,2.4,5,
30139,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/26/2007,1,Parts per billion,11.347826,18,22,17,Parts per million,0.037125,0.042,0,36,Parts per billion,2.565217,4,2,6,Parts per million,0.517391,0.7,21,
30143,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/27/2007,1,Parts per billion,16.086957,39,6,37,Parts per million,0.039792,0.053,21,45,Parts per billion,3.304348,5,9,7,Parts per million,0.786957,2,5,
30147,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/28/2007,1,Parts per billion,10.347826,27,9,25,Parts per million,0.050292,0.061,10,54,Parts per billion,3.043478,4,9,6,Parts per million,0.634783,0.8,9,
30151,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/29/2007,1,Parts per billion,6.826087,14,23,13,Parts per million,0.049458,0.054,12,46,Parts per billion,3,3,0,4,Parts per million,0.53913,0.6,0,
30155,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,4/30/2007,1,Parts per billion,11.869565,19,7,18,Parts per million,0.045583,0.053,10,45,Parts per billion,3,3,0,4,Parts per million,0.63913,0.8,5,
30159,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/1/2007,1,Parts per billion,11.727273,25,9,24,Parts per million,0.03675,0.04,13,34,Parts per billion,3,3,0,4,Parts per million,0.536364,0.7,9,
30163,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/2/2007,1,Parts per billion,10.714286,31,5,29,Parts per million,0.040714,0.048,7,41,Parts per billion,3,3,0,4,Parts per million,0.538095,0.8,5,
30167,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/3/2007,1,Parts per billion,7.590909,14,23,13,Parts per million,0.046667,0.053,11,45,Parts per billion,3.090909,4,19,6,Parts per million,0.36,0.5,0,
30171,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/4/2007,1,Parts per billion,11.173913,32,6,30,Parts per million,0.038042,0.043,7,36,Parts per billion,3.043478,4,22,6,Parts per million,0.256522,0.5,5,
30175,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/5/2007,1,Parts per billion,8.652174,38,23,36,Parts per million,0.037542,0.051,12,43,Parts per billion,3,3,0,4,Parts per million,0.265217,0.7,23,
30179,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/6/2007,1,Parts per billion,26.217391,52,22,49,Parts per million,0.02825,0.049,11,42,Parts per billion,3.26087,5,15,7,Parts per million,0.595652,1.2,5,
30183,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/7/2007,1,Parts per billion,40.391304,62,22,60,Parts per million,0.025042,0.049,12,42,Parts per billion,4.086957,6,7,9,Parts per million,0.721739,1.4,5,
30187,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/8/2007,1,Parts per billion,35.521739,64,7,62,Parts per million,0.050462,0.072,11,90,Parts per billion,3.75,6,16,9,Parts per million,0.686957,2,5,
30191,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/9/2007,1,Parts per billion,21.533333,47,5,44,Parts per million,0.031292,0.044,9,37,Parts per billion,3.521739,5,8,7,Parts per million,0.486667,1.5,5,
30195,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/10/2007,1,Parts per billion,15.652174,28,7,26,Parts per million,0.03175,0.04,9,34,Parts per billion,2.913043,3,0,4,Parts per million,0.365217,0.6,6,
30199,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/11/2007,1,Parts per billion,12.727273,32,5,30,Parts per million,0.039417,0.051,22,43,Parts per billion,2.909091,4,9,6,Parts per million,0.327273,0.5,4,
30203,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/12/2007,1,Parts per billion,5.217391,10,21,9,Parts per million,0.050167,0.054,7,46,Parts per billion,2.913043,3,0,4,Parts per million,0.230435,0.3,5,
30207,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/13/2007,1,Parts per billion,6.565217,16,22,15,Parts per million,0.051167,0.055,8,47,Parts per billion,2.956522,3,0,4,Parts per million,0.230435,0.3,1,
30211,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/14/2007,1,Parts per billion,10.043478,17,20,16,Parts per million,0.046458,0.049,0,42,Parts per billion,2.869565,3,0,4,Parts per million,0.256522,0.3,5,
30215,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,5/15/2007,1,Parts per billion,11.565217,26,6,25,Parts per million,0.0485,0.053,10,45,Parts per billion,3,3,0,4,Parts per million,0.295652,0.3,0,
31625,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/16/2007,1,Parts per billion,14.571429,23,7,22,Parts per million,0.043083,0.051,11,43,Parts per billion,2,2,0,3,Parts per million,0.5,0.6,7,
31629,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/17/2007,1,Parts per billion,13.391304,23,5,22,Parts per million,0.049958,0.059,10,50,Parts per billion,2,2,0,3,Parts per million,0.534783,0.7,11,
31633,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/18/2007,1,Parts per billion,13.347826,25,5,24,Parts per million,0.051292,0.061,9,54,Parts per billion,2,2,0,3,Parts per million,0.552174,0.6,5,
31637,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/19/2007,1,Parts per billion,13,22,6,21,Parts per million,0.048,0.063,9,61,Parts per billion,2,2,0,3,Parts per million,0.591304,0.8,6,
31641,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/20/2007,1,Parts per billion,10.217391,14,18,13,Parts per million,0.043417,0.052,8,44,Parts per billion,2,2,0,3,Parts per million,0.526087,0.6,0,
31645,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/21/2007,1,Parts per billion,17.181818,26,18,25,Parts per million,0.03,0.037,0,31,Parts per billion,2,2,0,3,Parts per million,0.708696,1.1,7,
31649,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/22/2007,1,Parts per billion,16.347826,26,16,25,Parts per million,0.028292,0.033,19,28,Parts per billion,2,2,0,3,Parts per million,0.595652,0.9,5,
31653,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/23/2007,1,Parts per billion,13.136364,24,8,23,Parts per million,0.035875,0.044,9,37,Parts per billion,2,2,0,3,Parts per million,0.509091,0.7,8,
31657,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/24/2007,1,Parts per billion,12.782609,20,10,19,Parts per million,0.042667,0.054,11,46,Parts per billion,2,2,0,3,Parts per million,0.547826,0.6,4,
31661,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/25/2007,1,Parts per billion,14.565217,20,4,19,Parts per million,0.048625,0.057,10,48,Parts per billion,2,2,0,3,Parts per million,0.578261,0.7,7,
31665,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/26/2007,1,Parts per billion,10.695652,17,8,16,Parts per million,0.051833,0.064,9,64,Parts per billion,2.043478,3,7,4,Parts per million,0.556522,0.7,7,
31669,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,5/27/2007,1,Parts per billion,7.26087,12,9,11,Parts per million,0.040208,0.054,8,46,Parts per billion,2,2,0,3,Parts per million,0.469565,0.6,7,
